# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
1000 2.7686 -0.00528999 0.00274134
2000 2.96503 -0.00482359 0.00293277
3000 3.13916 -0.0030125 0.00310884
4000 3.06319 -0.00416972 0.00302733
5000 2.96387 -0.00657285 0.00292894
6000 3.05369 -0.00680109 0.00302027
7000 3.12111 -0.00451328 0.00308699
8000 3.05814 -0.0012669 0.00303594
9000 2.93639 -0.00531362 0.00290832
10000 3.01996 -0.00834425 0.00298808
11000 3.00518 -0.00413849 0.00296937
12000 3.00632 -0.00500791 0.00297269
13000 3.05929 -0.00508733 0.00304115
14000 2.89265 -0.00556983 0.00286339
15000 3.0747 -0.00465539 0.00304654
16000 3.00512 -0.00285776 0.00297388
17000 2.99128 -0.00413116 0.00296379
18000 3.00144 -0.00659401 0.00296601
19000 2.97322 -0.00465224 0.00294273
20000 3.03122 -0.00499044 0.00300135
21000 2.95459 -0.00945275 0.00292093
22000 3.06963 -0.00468468 0.00304793
23000 2.998 -0.00574927 0.00297831
24000 2.92521 -0.00439355 0.00289184
25000 3.04205 -0.0104013 0.00301372
26000 3.0093 -0.00494703 0.00298305
27000 3.03491 -0.00281607 0.00300441
28000 2.95838 -0.00473939 0.00292749
29000 2.99155 -0.00372121 0.00295848
30000 3.04968 -0.00427313 0.00302516
31000 3.00308 -0.00618664 0.00297021
32000 2.98988 -0.0055543 0.00295801
33000 2.9868 -0.00418435 0.00296018
34000 3.03278 -0.00290834 0.00300484
35000 3.01799 -0.00726099 0.00299666
36000 2.90019 -0.0101406 0.00286566
37000 3.08134 -0.00518033 0.0030508
38000 3.07978 -0.00421102 0.00304424
39000 2.90707 -0.00938838 0.00287334
40000 3.00953 -0.00414586 0.00298619
41000 3.08702 -0.00612252 0.00306265
42000 2.91855 -0.00380002 0.00289498
43000 2.9929 -0.00344109 0.00296011
44000 2.99069 -0.0056309 0.00295877
45000 3.10926 -0.0028668 0.00307994
46000 2.92078 -0.00593103 0.00289333
47000 3.06823 -0.00655009 0.0030383
48000 2.98257 -0.00140364 0.00296154
49000 3.06097 -0.00560311 0.00302474
50000 3.06228 -0.00392349 0.00302993
51000 3.07578 -0.00476071 0.0030503
52000 3.00679 -0.00171194 0.00297764
53000 3.04838 -0.00581684 0.0030135
54000 3.00432 -0.00582674 0.00297025
55000 3.04378 -0.0032933 0.0030093
56000 3.01768 -0.00565866 0.00298991
57000 3.03823 -0.00461331 0.00300807
58000 2.98415 -0.00516033 0.0029547
59000 3.03736 -0.00847677 0.00301069
60000 3.02264 -0.00206681 0.0029977
61000 2.99792 -0.00243473 0.00297257
62000 3.07789 -0.0057359 0.00304765
63000 3.06366 -0.00323055 0.00303109
64000 2.98876 -0.00377231 0.00295756
65000 2.98099 -0.00350956 0.00295428
66000 2.96518 -0.00447891 0.00293571
67000 3.05654 -0.0046453 0.0030318
68000 2.94885 -0.00379441 0.00291761
69000 3.06468 -0.00337566 0.00303154
70000 2.92631 -0.00654252 0.00289031
71000 2.99778 -0.00317342 0.00296523
72000 2.97426 -0.0044787 0.00294164
73000 2.96652 -0.00344879 0.00293679
74000 2.96381 -0.00694378 0.00294356
75000 3.02878 -0.00676213 0.00299464
76000 3.02628 -0.00834155 0.00299419
77000 3.02884 -0.00717917 0.00299727
78000 2.93403 -0.0023931 0.0029018
79000 3.02919 -0.0033579 0.00300672
80000 3.08763 -0.0023278 0.00306366
81000 2.99017 -0.00564958 0.00296757
82000 2.9878 -0.00303802 0.00296009
83000 2.9978 -0.00354575 0.00296937
84000 3.02988 -0.00848314 0.00300702
85000 3.01465 -0.00619056 0.00300771
86000 2.90802 -0.00357039 0.00287996
87000 3.01779 -0.00441306 0.00298535
88000 2.95394 -0.00583171 0.00292383
89000 3.09906 -0.00291845 0.00307573
90000 2.98398 -0.00437514 0.00295372
91000 3.01558 -0.00383442 0.00298436
92000 3.03555 -0.00417824 0.00300363
93000 2.90808 -0.00439729 0.00288477
94000 3.0703 -0.00373745 0.00305136
95000 3.10696 -0.00466843 0.00307772
96000 2.92832 -0.00294775 0.00289719
97000 2.95886 -0.00415879 0.00292574
98000 2.98639 -0.00554402 0.00295397
99000 2.85869 -0.0034534 0.00282847
100000 3.04215 -0.00282947 0.00302018
101000 2.9939 -0.00337321 0.00296092
102000 2.94916 -0.00337207 0.00291673
103000 3.09548 -0.00834936 0.00305943
104000 2.91557 -0.00743135 0.00288127
105000 3.12247 -0.00329265 0.00309438
106000 2.97351 -0.00279721 0.00294288
107000 3.00568 0.000948288 0.00299394
108000 2.87405 -0.00419416 0.00284345
109000 3.04069 -0.00228702 0.00300658
110000 3.08831 -0.00712033 0.0030635
111000 2.92699 -0.00571577 0.00289309
112000 2.95454 -0.00279928 0.00292507
113000 2.94025 -0.00558432 0.00290824
114000 2.92972 -0.00773581 0.00289631
115000 3.11266 -0.00436579 0.00309045
116000 3.00595 -0.00961516 0.00296895
117000 3.08014 -0.0110917 0.00304765
118000 2.97196 -0.00281394 0.00294481
119000 3.0292 -0.00649355 0.00299873
120000 2.89815 -0.00334623 0.00287549
121000 2.94343 -0.00532737 0.00291691
122000 3.00568 -0.00392201 0.00297636
123000 3.02487 -0.0069273 0.00298781
124000 3.01501 -0.0062811 0.00298261
125000 2.86314 -0.00434943 0.00284865
126000 3.07262 -0.00735612 0.00303932
127000 2.88755 -0.00695532 0.00285201
128000 3.11665 -0.00375025 0.00308659
129000 3.00598 -0.00534786 0.00297051
130000 2.95575 -0.00666192 0.00291829
131000 3.09355 -0.00498393 0.00306155
132000 2.9004 -0.00453858 0.0028709
133000 3.06089 -0.00898623 0.00303254
134000 3.02735 -0.00560806 0.00300322
135000 2.97737 -0.00476146 0.002948
136000 2.98232 -0.00673649 0.00295513
137000 3.04249 -0.0054602 0.0030078
138000 2.95471 -0.00486143 0.00292414
139000 2.97908 -0.00941381 0.00295173
140000 2.98838 -0.00508829 0.00296222
141000 2.87435 -0.00584288 0.00284401
142000 3.01708 -0.00730415 0.00298193
143000 3.05855 -0.00542653 0.00302752
144000 3.08913 -0.00430942 0.00306244
145000 2.92492 -0.00478837 0.00289848
146000 3.11012 -0.00923196 0.00307724
147000 3.00641 -0.0065852 0.00297575
148000 2.98837 -0.00408018 0.00296287
