# N = 100
# rho = 0.001
# cutoff = 2.5
# Temperature PotentialEnergy Pressure
+7.4957E-01 +2.7058E-04 -1.0201E-02 +9.0865E-04 +7.3666E-04 +4.9743E-07 
+8.0006E-01 +4.1968E-04 -9.5542E-03 +9.5627E-04 +7.8704E-04 +6.9374E-07 
+8.5013E-01 +4.1432E-04 -9.2751E-03 +9.0205E-04 +8.3707E-04 +4.4261E-07 
+8.9962E-01 +4.5705E-04 -8.4306E-03 +3.9727E-04 +8.8668E-04 +4.3046E-07 
+9.5023E-01 +4.2277E-04 -7.2950E-03 +3.6798E-04 +9.3711E-04 +3.5459E-07 
+1.0010E+00 +2.7285E-04 -7.7961E-03 +6.0232E-04 +9.8732E-04 +2.9822E-07 
+1.0989E+00 +3.4628E-04 -7.5394E-03 +5.9378E-04 +1.0845E-03 +3.8200E-07 
+1.2005E+00 +4.3143E-04 -7.1592E-03 +3.1659E-04 +1.1851E-03 +4.2679E-07 
+1.3005E+00 +6.2628E-04 -6.8367E-03 +4.1790E-04 +1.2846E-03 +7.8376E-07 
+1.3984E+00 +3.8687E-04 -8.7660E-03 +5.3672E-04 +1.3808E-03 +3.5102E-07 
+1.5000E+00 +6.2567E-04 -7.2449E-03 +4.8514E-04 +1.4821E-03 +7.7550E-07 
+1.5998E+00 +5.6571E-04 -6.5926E-03 +2.7789E-04 +1.5813E-03 +5.6004E-07 
+1.6992E+00 +6.9271E-04 -6.3779E-03 +2.6146E-04 +1.6802E-03 +6.9648E-07 
+1.8000E+00 +1.0673E-03 -6.2895E-03 +3.3349E-04 +1.7804E-03 +1.0723E-06 
+1.9002E+00 +6.0577E-04 -5.6837E-03 +1.0769E-04 +1.8798E-03 +5.4886E-07 
+2.0014E+00 +5.7842E-04 -6.7123E-03 +4.1348E-04 +1.9797E-03 +6.5963E-07 
+3.0011E+00 +1.5299E-03 -5.1532E-03 +9.5794E-05 +2.9715E-03 +1.4933E-06 
+3.9980E+00 +1.6345E-03 -5.2543E-03 +3.2002E-04 +3.9599E-03 +1.6803E-06 
+5.0019E+00 +2.0627E-03 -4.8744E-03 +2.8587E-04 +4.9555E-03 +2.1475E-06 
