# N = 100
# rho = 0.010
# cutoff = 2.5
# Temperature PotentialEnergy Pressure
+7.5018E-01 +2.8487E-04 -1.0458E-01 +2.4315E-03 +6.9007E-03 +1.1975E-05 
+7.9999E-01 +2.8713E-04 -1.0099E-01 +1.3686E-03 +7.4164E-03 +4.8952E-06 
+8.4962E-01 +2.7353E-04 -9.8075E-02 +9.0059E-04 +7.9281E-03 +6.3185E-06 
+8.9986E-01 +3.5125E-04 -9.1569E-02 +1.0332E-03 +8.4590E-03 +4.3688E-06 
+9.4941E-01 +3.4893E-04 -8.8999E-02 +1.0038E-03 +8.9678E-03 +3.5248E-06 
+9.9981E-01 +4.7068E-04 -8.2075E-02 +9.3764E-04 +9.5027E-03 +6.0787E-06 
+1.1007E+00 +3.3884E-04 -8.0190E-02 +1.1249E-03 +1.0526E-02 +7.3395E-06 
+1.1999E+00 +5.6608E-04 -7.6206E-02 +8.9165E-04 +1.1540E-02 +8.5829E-06 
+1.2992E+00 +6.4451E-04 -7.4111E-02 +1.0454E-03 +1.2548E-02 +7.5865E-06 
+1.4004E+00 +5.1412E-04 -7.0746E-02 +8.2182E-04 +1.3576E-02 +6.1845E-06 
+1.5008E+00 +9.9135E-04 -6.8293E-02 +6.6268E-04 +1.4599E-02 +1.0230E-05 
+1.6003E+00 +6.3717E-04 -6.6981E-02 +4.6896E-04 +1.5605E-02 +6.8407E-06 
+1.6998E+00 +9.4861E-04 -6.6303E-02 +7.9844E-04 +1.6607E-02 +7.2289E-06 
+1.7990E+00 +9.0827E-04 -6.4626E-02 +5.8603E-04 +1.7612E-02 +8.9711E-06 
+1.9003E+00 +8.8343E-04 -6.2944E-02 +6.0153E-04 +1.8642E-02 +1.1600E-05 
+2.0014E+00 +8.5048E-04 -6.2008E-02 +5.4644E-04 +1.9660E-02 +1.1990E-05 
+3.0006E+00 +9.1760E-04 -5.4111E-02 +2.7642E-04 +2.9743E-02 +1.0693E-05 
+3.9997E+00 +9.0391E-04 -4.9220E-02 +2.2829E-04 +3.9810E-02 +1.1759E-05 
+4.9981E+00 +2.7386E-03 -4.5528E-02 +2.8332E-04 +4.9849E-02 +2.9038E-05 
