# N = 100
# rho = 0.010
# cutoff = 8.0
# Temperature PotentialEnergy Pressure
+7.4982E-01 +1.7808E-04 -1.1362E-01 +2.5240E-03 +6.7828E-03 +1.0629E-05 
+7.9951E-01 +4.1558E-04 -1.1141E-01 +1.8397E-03 +7.2841E-03 +8.8939E-06 
+8.4988E-01 +3.3957E-04 -1.0278E-01 +1.0909E-03 +7.8246E-03 +6.1190E-06 
+8.9963E-01 +3.9453E-04 -9.9729E-02 +1.3412E-03 +8.3380E-03 +8.4209E-06 
+9.4975E-01 +3.5107E-04 -9.4941E-02 +1.1421E-03 +8.8595E-03 +7.0415E-06 
+9.9976E-01 +2.5275E-04 -9.2978E-02 +1.1554E-03 +9.3777E-03 +6.0599E-06 
+1.0996E+00 +4.7846E-04 -8.6156E-02 +9.4497E-04 +1.0409E-02 +7.7518E-06 
+1.1996E+00 +4.3183E-04 -8.2519E-02 +6.7856E-04 +1.1429E-02 +6.3369E-06 
+1.3008E+00 +5.0731E-04 -8.0492E-02 +6.4397E-04 +1.2445E-02 +6.1844E-06 
+1.4000E+00 +8.3185E-04 -7.6817E-02 +5.1023E-04 +1.3469E-02 +8.9875E-06 
+1.5002E+00 +5.6710E-04 -7.5738E-02 +5.8419E-04 +1.4478E-02 +7.8072E-06 
+1.6002E+00 +7.9192E-04 -7.3408E-02 +5.3443E-04 +1.5501E-02 +8.5081E-06 
+1.6988E+00 +9.2576E-04 -7.0114E-02 +4.1618E-04 +1.6504E-02 +1.1022E-05 
+1.8002E+00 +7.1058E-04 -6.9269E-02 +4.7138E-04 +1.7526E-02 +9.1958E-06 
+1.8991E+00 +5.2109E-04 -6.8476E-02 +6.1024E-04 +1.8527E-02 +5.5922E-06 
+1.9993E+00 +9.5997E-04 -6.7118E-02 +2.7172E-04 +1.9542E-02 +1.1248E-05 
+3.0022E+00 +1.6662E-03 -5.9417E-02 +2.6584E-04 +2.9663E-02 +1.9128E-05 
+4.0001E+00 +1.7686E-03 -5.4015E-02 +2.6231E-04 +3.9703E-02 +1.7077E-05 
+4.9992E+00 +1.5776E-03 -5.1011E-02 +3.1818E-04 +4.9760E-02 +2.0394E-05 
