# N = 100
# rho = 0.001
# cutoff = 8.0
# Temperature PotentialEnergy Pressure
+7.4982E-01 +2.4920E-04 -1.2316E-02 +1.4827E-03 +7.3599E-04 +4.1882E-07 
+8.0019E-01 +2.9124E-04 -1.0012E-02 +9.0194E-04 +7.8641E-04 +3.1390E-07 
+8.4927E-01 +4.1060E-04 -9.7109E-03 +6.2803E-04 +8.3521E-04 +4.2328E-07 
+9.0049E-01 +5.3005E-04 -1.1054E-02 +1.0971E-03 +8.8516E-04 +6.5942E-07 
+9.5033E-01 +5.1038E-04 -7.8779E-03 +4.2362E-04 +9.3615E-04 +5.6515E-07 
+1.0003E+00 +6.1166E-04 -8.2675E-03 +5.5507E-04 +9.8555E-04 +6.3698E-07 
+1.0994E+00 +2.2981E-04 -8.9549E-03 +9.6502E-04 +1.0835E-03 +3.0684E-07 
+1.1997E+00 +5.3286E-04 -7.2677E-03 +2.9910E-04 +1.1835E-03 +5.7412E-07 
+1.3004E+00 +4.0297E-04 -7.2844E-03 +3.6173E-04 +1.2834E-03 +5.1136E-07 
+1.4008E+00 +4.0409E-04 -7.9338E-03 +5.6592E-04 +1.3828E-03 +3.2178E-07 
+1.4989E+00 +8.7686E-04 -6.9206E-03 +2.0100E-04 +1.4802E-03 +8.8969E-07 
+1.5992E+00 +7.8389E-04 -6.1816E-03 +1.2062E-04 +1.5801E-03 +8.4255E-07 
+1.7011E+00 +4.6905E-04 -6.9922E-03 +3.3372E-04 +1.6809E-03 +4.9589E-07 
+1.7993E+00 +7.0876E-04 -7.0681E-03 +3.5560E-04 +1.7783E-03 +6.6226E-07 
+1.8996E+00 +8.6509E-04 -6.8650E-03 +4.7427E-04 +1.8781E-03 +8.4479E-07 
+2.0002E+00 +6.5085E-04 -8.2781E-03 +6.9209E-04 +1.9772E-03 +7.4146E-07 
+3.0008E+00 +1.3691E-03 -6.0461E-03 +1.3332E-04 +2.9700E-03 +1.3666E-06 
+3.9993E+00 +1.2688E-03 -5.4202E-03 +1.3357E-04 +3.9601E-03 +1.2900E-06 
+4.9981E+00 +1.8814E-03 -5.0798E-03 +1.2578E-04 +4.9508E-03 +1.8542E-06 
