# N = 100
# rho = 0.100
# cutoff = 8.0
# Temperature PotentialEnergy Pressure
+7.5033E-01 +3.5429E-04 -2.5289E+00 +7.6860E-03 +8.3174E-03 +1.5174E-04 
+7.9949E-01 +2.6274E-04 -2.1838E+00 +1.3761E-02 +1.2978E-02 +1.6772E-04 
+8.5046E-01 +3.7342E-04 -1.7023E+00 +2.1896E-02 +2.1086E-02 +2.5607E-04 
+9.0068E-01 +3.1193E-04 -1.2649E+00 +1.1882E-02 +3.2144E-02 +2.8372E-04 
+9.5009E-01 +4.2226E-04 -1.0936E+00 +1.0458E-02 +4.1257E-02 +2.1949E-04 
+9.9950E-01 +5.9184E-04 -9.7256E-01 +4.5292E-03 +4.9761E-02 +1.9231E-04 
+1.0991E+00 +7.0989E-04 -8.7778E-01 +2.9158E-03 +6.3884E-02 +1.4902E-04 
+1.1992E+00 +5.9330E-04 -8.2049E-01 +1.6928E-03 +7.7203E-02 +1.1531E-04 
+1.2996E+00 +5.5840E-04 -7.7835E-01 +2.5681E-03 +9.0421E-02 +1.4318E-04 
+1.3999E+00 +4.3411E-04 -7.5215E-01 +1.7105E-03 +1.0295E-01 +1.2561E-04 
+1.4998E+00 +2.4527E-04 -7.3020E-01 +1.4734E-03 +1.1535E-01 +7.4131E-05 
+1.6004E+00 +9.2497E-04 -7.0975E-01 +7.3017E-04 +1.2761E-01 +1.6626E-04 
+1.7008E+00 +6.7592E-04 -6.9474E-01 +1.2993E-03 +1.4009E-01 +1.2532E-04 
+1.8010E+00 +4.3648E-04 -6.8047E-01 +1.1332E-03 +1.5252E-01 +1.1714E-04 
+1.8997E+00 +1.0600E-03 -6.7045E-01 +9.8195E-04 +1.6418E-01 +2.1570E-04 
+1.9992E+00 +1.2501E-03 -6.5791E-01 +1.0883E-03 +1.7626E-01 +1.1990E-04 
+3.0018E+00 +1.3757E-03 -5.8623E-01 +7.8771E-04 +2.9520E-01 +2.3775E-04 
+3.9994E+00 +2.0936E-03 -5.4211E-01 +5.2127E-04 +4.1167E-01 +1.9018E-04 
+5.0000E+00 +1.7163E-03 -5.0425E-01 +3.9093E-04 +5.2828E-01 +2.4447E-04 
