# N = 100
# rho = 0.010
# cutoff = 3.5
# Temperature PotentialEnergy Pressure
+7.5015E-01 +3.9699E-04 -1.1469E-01 +2.4968E-03 +6.8053E-03 +1.3372E-05 
+7.9949E-01 +2.5564E-04 -1.0829E-01 +1.9799E-03 +7.3317E-03 +7.1930E-06 
+8.5006E-01 +5.3888E-04 -1.0211E-01 +2.3588E-03 +7.8637E-03 +1.4377E-05 
+8.9925E-01 +3.7507E-04 -9.8159E-02 +1.3128E-03 +8.3699E-03 +7.5197E-06 
+9.4992E-01 +2.6318E-04 -9.3695E-02 +1.7320E-03 +8.8981E-03 +8.2567E-06 
+9.9984E-01 +4.8870E-04 -8.9800E-02 +1.0176E-03 +9.4143E-03 +5.4954E-06 
+1.0993E+00 +3.9764E-04 -8.4856E-02 +1.1198E-03 +1.0434E-02 +1.0201E-05 
+1.1989E+00 +6.1452E-04 -7.9761E-02 +7.8455E-04 +1.1460E-02 +7.9247E-06 
+1.3000E+00 +4.9365E-04 -7.8141E-02 +7.4650E-04 +1.2486E-02 +6.3921E-06 
+1.4001E+00 +5.2728E-04 -7.4816E-02 +9.3266E-04 +1.3508E-02 +5.1103E-06 
+1.5005E+00 +7.4311E-04 -7.3310E-02 +4.9604E-04 +1.4523E-02 +9.4182E-06 
+1.6009E+00 +4.7974E-04 -7.1537E-02 +5.9233E-04 +1.5536E-02 +7.7214E-06 
+1.7012E+00 +6.3774E-04 -7.0045E-02 +3.5871E-04 +1.6560E-02 +6.0603E-06 
+1.7993E+00 +6.8655E-04 -6.7678E-02 +5.6802E-04 +1.7550E-02 +6.7022E-06 
+1.8991E+00 +7.0595E-04 -6.6431E-02 +5.0306E-04 +1.8561E-02 +7.5803E-06 
+1.9980E+00 +1.0858E-03 -6.4790E-02 +2.7343E-04 +1.9572E-02 +1.3579E-05 
+2.9956E+00 +1.4787E-03 -5.7865E-02 +2.8167E-04 +2.9626E-02 +1.4874E-05 
+3.9997E+00 +1.2876E-03 -5.2907E-02 +3.2336E-04 +3.9743E-02 +1.2411E-05 
+5.0014E+00 +2.3551E-03 -4.9480E-02 +2.3203E-04 +4.9818E-02 +2.6631E-05 
