# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
2000 1.51277 -0.848755 0.11186
3000 1.54737 -0.779148 0.1201
4000 1.5266 -0.701785 0.119838
5000 1.46057 -0.744938 0.107607
6000 1.4739 -0.771709 0.111718
7000 1.47188 -0.696436 0.115851
8000 1.50932 -0.688758 0.121004
9000 1.5125 -0.738378 0.116525
10000 1.50566 -0.687369 0.117074
11000 1.51814 -0.645107 0.123306
12000 1.47642 -0.673599 0.116194
13000 1.475 -0.699708 0.10986
14000 1.55813 -0.709918 0.119518
15000 1.46784 -0.731287 0.109488
16000 1.55919 -0.700283 0.126347
17000 1.48579 -0.709775 0.118142
18000 1.52694 -0.708558 0.118471
19000 1.47971 -0.788773 0.111449
20000 1.48122 -0.726971 0.11733
21000 1.45724 -0.676126 0.114151
22000 1.49658 -0.655563 0.121303
23000 1.47405 -0.728252 0.110987
24000 1.46923 -0.706835 0.11688
25000 1.49848 -0.793568 0.11407
26000 1.53346 -0.729538 0.117688
27000 1.46573 -0.740258 0.104643
28000 1.50568 -0.733211 0.115038
29000 1.51846 -0.742459 0.121294
30000 1.44894 -0.738698 0.105051
31000 1.47483 -0.722373 0.111537
32000 1.52948 -0.682953 0.129348
33000 1.49851 -0.715303 0.114188
34000 1.52559 -0.686695 0.124495
35000 1.54034 -0.739065 0.120796
36000 1.44765 -0.747804 0.113006
37000 1.49031 -0.742866 0.118123
38000 1.48398 -0.756621 0.113347
39000 1.48675 -0.753511 0.112302
40000 1.54827 -0.675152 0.121853
41000 1.53766 -0.735834 0.123979
42000 1.49739 -0.669009 0.116933
43000 1.48207 -0.777923 0.112005
44000 1.48061 -0.669836 0.119585
45000 1.47761 -0.714225 0.110197
46000 1.45995 -0.683722 0.11211
47000 1.51044 -0.669119 0.122586
48000 1.49878 -0.681521 0.117351
49000 1.46202 -0.67174 0.117843
50000 1.4846 -0.706653 0.114894
51000 1.55067 -0.689325 0.123886
52000 1.48419 -0.726734 0.11898
53000 1.55956 -0.714788 0.122613
54000 1.45477 -0.707433 0.118602
55000 1.4987 -0.740837 0.113555
56000 1.53461 -0.706542 0.114953
57000 1.52457 -0.763211 0.118988
58000 1.50605 -0.772911 0.112677
59000 1.4736 -0.894415 0.104638
60000 1.52878 -0.781677 0.119047
61000 1.51422 -0.67758 0.116567
62000 1.51665 -0.67816 0.115137
63000 1.50035 -0.747923 0.115369
64000 1.46539 -0.79357 0.109822
65000 1.54243 -0.714264 0.118768
66000 1.49651 -0.733515 0.112375
67000 1.47881 -0.77473 0.10744
68000 1.48039 -0.757068 0.113157
69000 1.55171 -0.677689 0.124979
70000 1.44887 -0.746244 0.110674
71000 1.49635 -0.72731 0.106729
72000 1.47067 -0.725908 0.113008
73000 1.4718 -0.71464 0.113121
74000 1.50746 -0.736866 0.11401
75000 1.53736 -0.765338 0.121737
76000 1.52809 -0.728238 0.116615
77000 1.53958 -0.736621 0.120741
78000 1.50957 -0.676631 0.113461
79000 1.54967 -0.714294 0.123122
80000 1.4925 -0.715582 0.113706
81000 1.52545 -0.701585 0.120185
82000 1.49118 -0.707322 0.120184
