# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
2000 1.50431 -0.975281 0.110625
3000 1.49625 -0.772907 0.111807
4000 1.53041 -0.737388 0.11625
5000 1.50296 -0.691499 0.120252
6000 1.4927 -0.740038 0.112017
7000 1.48583 -0.738328 0.113929
8000 1.51668 -0.690432 0.115442
9000 1.46095 -0.725265 0.110433
10000 1.52421 -0.697883 0.130058
11000 1.45984 -0.754781 0.109789
12000 1.5232 -0.730505 0.111829
13000 1.54062 -0.723638 0.120053
14000 1.45426 -0.719014 0.109347
15000 1.48231 -0.725281 0.113996
16000 1.50994 -0.731535 0.115459
17000 1.49871 -0.688431 0.120452
18000 1.45175 -0.680817 0.113045
19000 1.49492 -0.716648 0.112665
20000 1.50655 -0.7178 0.120566
21000 1.5238 -0.750353 0.117905
22000 1.49098 -0.696585 0.116398
23000 1.48781 -0.678117 0.114947
24000 1.50883 -0.708064 0.118687
25000 1.45153 -0.733929 0.10471
26000 1.45388 -0.798173 0.103199
27000 1.48847 -0.7048 0.11046
28000 1.55055 -0.677055 0.126776
29000 1.49641 -0.681261 0.116614
30000 1.50489 -0.7704 0.115924
31000 1.55143 -0.715953 0.127698
32000 1.44194 -0.698176 0.111684
33000 1.52757 -0.776599 0.118815
34000 1.50805 -0.761578 0.112616
35000 1.52547 -0.774722 0.112548
36000 1.50831 -0.717234 0.116232
37000 1.46051 -0.732955 0.107391
38000 1.53813 -0.720794 0.123203
39000 1.49015 -0.666437 0.112112
40000 1.4815 -0.74351 0.112965
41000 1.55062 -0.747502 0.122497
42000 1.46551 -0.745327 0.112356
43000 1.53908 -0.748119 0.120456
44000 1.47591 -0.711329 0.113315
45000 1.51534 -0.771882 0.117181
46000 1.50981 -0.709486 0.114783
47000 1.52507 -0.733771 0.121958
48000 1.51893 -0.729993 0.119394
49000 1.53056 -0.742687 0.111579
50000 1.51184 -0.806655 0.117043
51000 1.49667 -0.771701 0.109345
52000 1.53466 -0.715767 0.124793
53000 1.46457 -0.706853 0.111806
54000 1.52393 -0.682658 0.127942
55000 1.48534 -0.727232 0.110462
56000 1.47 -0.78198 0.109309
57000 1.45168 -0.73318 0.107445
