# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
1000 3.63738 -0.581189 0.371702
2000 3.93365 -0.547275 0.400299
3000 4.11358 -0.589315 0.426251
4000 4.08828 -0.556011 0.434203
5000 3.98864 -0.547862 0.395673
6000 4.02355 -0.521718 0.420202
7000 3.88571 -0.531988 0.410091
8000 3.98956 -0.558708 0.410404
9000 4.11766 -0.541002 0.427964
10000 3.97588 -0.561944 0.40212
11000 4.02251 -0.544136 0.412501
12000 4.02057 -0.556825 0.406496
13000 3.94166 -0.553963 0.410462
14000 4.04885 -0.510629 0.417707
15000 4.02549 -0.586239 0.416284
16000 4.08868 -0.522841 0.428781
17000 3.858 -0.555433 0.397366
18000 4.13811 -0.530361 0.434784
19000 3.91315 -0.529543 0.409779
20000 3.94277 -0.534348 0.404686
21000 4.01753 -0.535567 0.415838
22000 3.95242 -0.548047 0.408359
23000 4.10498 -0.540605 0.415752
24000 3.98458 -0.58102 0.399599
25000 4.01287 -0.518495 0.418431
26000 3.95752 -0.528206 0.409019
27000 4.06025 -0.594927 0.421356
28000 3.94038 -0.536089 0.405482
29000 3.94315 -0.546336 0.399994
30000 3.95125 -0.508784 0.409503
31000 3.90216 -0.548675 0.412371
32000 3.98169 -0.53003 0.413776
33000 4.05393 -0.48833 0.426273
34000 3.94493 -0.509755 0.405914
35000 3.96972 -0.535032 0.406949
36000 3.93746 -0.566306 0.401325
37000 4.06023 -0.519438 0.433716
38000 3.87406 -0.564236 0.395652
39000 4.06391 -0.555973 0.422974
40000 4.04528 -0.550785 0.420136
41000 3.89651 -0.549159 0.394478
42000 3.93365 -0.537687 0.396456
43000 4.08583 -0.546241 0.424409
44000 3.96531 -0.519027 0.416391
45000 4.04129 -0.552592 0.417255
46000 3.86568 -0.540138 0.392497
47000 4.07767 -0.539051 0.417279
48000 3.99837 -0.531936 0.414545
49000 4.03973 -0.536378 0.423605
50000 4.00454 -0.554585 0.406662
51000 4.06636 -0.553329 0.410148
52000 3.94958 -0.562461 0.40756
53000 3.95576 -0.549195 0.410266
54000 3.94397 -0.552761 0.403863
55000 3.88234 -0.544026 0.400921
56000 4.00365 -0.572362 0.417666
57000 4.04352 -0.543175 0.423647
58000 4.07796 -0.524717 0.418552
59000 4.10337 -0.529915 0.427714
60000 3.98779 -0.571135 0.402221
61000 4.07063 -0.512595 0.434043
62000 4.04008 -0.581192 0.416532
63000 3.91713 -0.555186 0.402791
64000 3.97818 -0.535492 0.40683
65000 4.04894 -0.569523 0.409889
66000 3.88523 -0.540726 0.4001
67000 3.90556 -0.546793 0.397769
68000 4.07555 -0.517035 0.422767
69000 3.98686 -0.545911 0.409009
70000 3.93849 -0.531609 0.403373
71000 3.91834 -0.543834 0.398931
72000 4.10423 -0.540421 0.419736
73000 3.99559 -0.531391 0.409826
74000 3.90073 -0.528443 0.397039
75000 4.07714 -0.503725 0.42954
