# N = 100
# rho = 0.100
# cutoff = 5.0
# Temperature PotentialEnergy Pressure
+7.5021E-01 +4.1912E-04 -2.5441E+00 +6.5758E-03 +8.7229E-03 +1.6243E-04 
+7.9973E-01 +2.5602E-04 -2.1752E+00 +1.1471E-02 +1.3918E-02 +1.5028E-04 
+8.5064E-01 +3.3048E-04 -1.6595E+00 +2.6702E-02 +2.2490E-02 +3.4946E-04 
+8.9949E-01 +5.6215E-04 -1.2839E+00 +1.7127E-02 +3.2575E-02 +2.6148E-04 
+9.4987E-01 +4.8935E-04 -1.0812E+00 +8.2809E-03 +4.2301E-02 +2.5358E-04 
+9.9948E-01 +3.5011E-04 -9.6188E-01 +6.3319E-03 +5.0723E-02 +2.1935E-04 
+1.1000E+00 +5.2262E-04 -8.6880E-01 +2.6621E-03 +6.4969E-02 +1.9791E-04 
+1.2006E+00 +7.1154E-04 -8.1093E-01 +2.5553E-03 +7.8637E-02 +1.0787E-04 
+1.2997E+00 +4.4544E-04 -7.7120E-01 +2.4313E-03 +9.1476E-02 +1.1265E-04 
+1.4010E+00 +6.0353E-04 -7.4768E-01 +1.1806E-03 +1.0415E-01 +9.3742E-05 
+1.5003E+00 +6.9867E-04 -7.2382E-01 +1.2902E-03 +1.1637E-01 +8.7326E-05 
+1.6000E+00 +1.0806E-03 -7.0608E-01 +1.4294E-03 +1.2867E-01 +1.7099E-04 
+1.6995E+00 +1.2054E-03 -6.9132E-01 +1.0965E-03 +1.4053E-01 +1.5892E-04 
+1.7990E+00 +9.1244E-04 -6.7590E-01 +8.1359E-04 +1.5299E-01 +2.0344E-04 
+1.9006E+00 +8.0911E-04 -6.6552E-01 +9.4225E-04 +1.6538E-01 +2.0748E-04 
+2.0003E+00 +7.4111E-04 -6.5403E-01 +8.1172E-04 +1.7727E-01 +1.5680E-04 
+3.0004E+00 +1.3359E-03 -5.8286E-01 +8.2362E-04 +2.9604E-01 +2.7633E-04 
+4.0042E+00 +1.5368E-03 -5.3755E-01 +5.3932E-04 +4.1349E-01 +1.8978E-04 
+4.9975E+00 +1.7254E-03 -4.9976E-01 +5.7475E-04 +5.2840E-01 +3.0242E-04 
