# N = 100
# rho = 0.010
# cutoff = 5.0
# Temperature PotentialEnergy Pressure
+7.5032E-01 +2.6735E-04 -1.1346E-01 +2.5487E-03 +6.7954E-03 +1.0572E-05 
+8.0037E-01 +2.4346E-04 -1.0788E-01 +1.7938E-03 +7.3202E-03 +8.2294E-06 
+8.4983E-01 +3.7684E-04 -1.0290E-01 +2.1681E-03 +7.8296E-03 +1.0144E-05 
+8.9981E-01 +4.8791E-04 -9.7195E-02 +1.2561E-03 +8.3604E-03 +7.8095E-06 
+9.4953E-01 +4.4516E-04 -9.5444E-02 +7.4079E-04 +8.8663E-03 +6.7302E-06 
+9.9961E-01 +3.6132E-04 -9.1064E-02 +1.2220E-03 +9.3921E-03 +6.3319E-06 
+1.1000E+00 +4.9710E-04 -8.8147E-02 +1.0131E-03 +1.0407E-02 +6.1798E-06 
+1.1997E+00 +4.9501E-04 -8.2776E-02 +9.0470E-04 +1.1434E-02 +8.4464E-06 
+1.3002E+00 +5.4659E-04 -7.8575E-02 +5.8151E-04 +1.2460E-02 +6.8226E-06 
+1.4003E+00 +7.2202E-04 -7.8185E-02 +6.5246E-04 +1.3475E-02 +8.9142E-06 
+1.5000E+00 +8.1050E-04 -7.4101E-02 +6.7283E-04 +1.4490E-02 +8.7222E-06 
+1.5999E+00 +6.7702E-04 -7.2106E-02 +5.5933E-04 +1.5512E-02 +9.5472E-06 
+1.6997E+00 +6.1468E-04 -7.1698E-02 +3.2918E-04 +1.6514E-02 +6.3108E-06 
+1.7998E+00 +6.7310E-04 -6.9063E-02 +4.7038E-04 +1.7532E-02 +9.8669E-06 
+1.8996E+00 +7.6122E-04 -6.8042E-02 +6.5288E-04 +1.8536E-02 +1.1720E-05 
+2.0000E+00 +7.5792E-04 -6.6505E-02 +4.1139E-04 +1.9555E-02 +8.5668E-06 
+2.9985E+00 +1.0850E-03 -5.8995E-02 +4.1126E-04 +2.9636E-02 +1.2288E-05 
+3.9965E+00 +1.5007E-03 -5.4220E-02 +1.6487E-04 +3.9686E-02 +1.6115E-05 
+4.9989E+00 +2.2259E-03 -5.0130E-02 +1.8794E-04 +4.9767E-02 +2.4598E-05 
