# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
2000 1.48081 -0.886903 0.113809
3000 1.49137 -0.708697 0.117272
4000 1.5492 -0.719907 0.123577
5000 1.4959 -0.704796 0.118051
6000 1.56981 -0.765236 0.130594
7000 1.50088 -0.817308 0.117269
8000 1.43324 -0.738365 0.111091
9000 1.52055 -0.727358 0.116764
10000 1.51641 -0.735121 0.115262
11000 1.45628 -0.694649 0.112906
12000 1.51268 -0.736334 0.117708
13000 1.44508 -0.715865 0.113499
14000 1.53469 -0.74859 0.12432
15000 1.49398 -0.693547 0.116626
16000 1.50108 -0.742506 0.120698
17000 1.46001 -0.670785 0.116987
18000 1.48108 -0.719428 0.112697
19000 1.5274 -0.691482 0.12408
20000 1.48614 -0.667563 0.119111
21000 1.45173 -0.716163 0.113868
22000 1.49267 -0.722365 0.116913
23000 1.55948 -0.701099 0.125206
24000 1.54205 -0.677599 0.120558
25000 1.50901 -0.687035 0.125528
26000 1.44801 -0.677781 0.113791
27000 1.49719 -0.733729 0.117314
28000 1.5097 -0.738032 0.121387
29000 1.50228 -0.69153 0.119627
30000 1.51486 -0.647358 0.122469
31000 1.49028 -0.675599 0.121619
32000 1.46885 -0.678991 0.109279
33000 1.50436 -0.71505 0.117691
34000 1.49516 -0.681929 0.117012
35000 1.53212 -0.669496 0.128114
36000 1.46101 -0.704467 0.116677
37000 1.5368 -0.722975 0.125782
38000 1.52815 -0.670069 0.124023
39000 1.48501 -0.70928 0.118204
40000 1.49544 -0.726064 0.116718
41000 1.49776 -0.743051 0.119313
42000 1.52838 -0.709539 0.119727
43000 1.53888 -0.673371 0.126043
44000 1.46901 -0.686236 0.120047
45000 1.45304 -0.689258 0.111622
46000 1.53939 -0.688556 0.120651
47000 1.47794 -0.679689 0.119775
48000 1.52208 -0.66775 0.125274
49000 1.50047 -0.659683 0.118525
50000 1.5311 -0.685684 0.123232
51000 1.4565 -0.71574 0.117046
52000 1.48056 -0.757643 0.118745
53000 1.5108 -0.69087 0.123708
54000 1.44568 -0.760788 0.113872
