# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
1000 0.982957 -0.808596 0.0595842
2000 0.981427 -0.956368 0.0463482
3000 0.946817 -0.975482 0.0471228
4000 0.96669 -0.973472 0.0486556
5000 0.94582 -1.04447 0.0451
6000 0.933465 -1.12579 0.0452866
7000 0.94294 -1.01752 0.051122
8000 0.973927 -1.06363 0.0456773
9000 0.932847 -0.881095 0.0453569
10000 0.924559 -0.931994 0.0405746
11000 0.930756 -1.06216 0.0435235
12000 0.95645 -1.24318 0.0381926
13000 0.956848 -1.19252 0.0415916
14000 0.947858 -1.00569 0.043855
15000 0.954071 -0.972972 0.0477411
16000 0.91892 -0.97723 0.0427713
17000 0.930764 -0.961292 0.0437917
18000 0.933969 -1.18816 0.038778
19000 0.967444 -1.20544 0.042284
20000 0.917439 -1.25305 0.0379603
21000 0.965975 -1.14015 0.0452758
22000 0.937533 -1.04984 0.0452606
23000 0.941432 -0.920099 0.0500324
24000 0.960737 -0.910066 0.0470111
25000 0.956203 -0.958405 0.0467124
26000 0.956629 -1.11383 0.0486204
27000 0.948606 -1.19721 0.040591
28000 0.948789 -1.1197 0.0425946
29000 0.926739 -1.13153 0.0392601
30000 0.964852 -1.18715 0.0408477
31000 0.956919 -1.24529 0.0455651
32000 0.904629 -1.38101 0.0257036
33000 0.963355 -1.27617 0.0460618
34000 0.955047 -1.13147 0.0468491
35000 0.952747 -0.984206 0.0487704
36000 0.947223 -0.985485 0.0506742
37000 0.939829 -0.962858 0.0436904
38000 0.929886 -1.12292 0.0374744
39000 0.966876 -1.26533 0.0431925
40000 0.950372 -1.28325 0.0363775
41000 0.945819 -1.0686 0.0439774
42000 0.929125 -0.918743 0.0423606
43000 0.959561 -0.989258 0.0477612
44000 0.940777 -1.18963 0.0385397
45000 0.95331 -1.06939 0.0493106
46000 0.967347 -1.08578 0.043697
47000 0.921198 -1.08062 0.0417258
48000 0.947631 -1.14443 0.0396042
49000 0.919485 -1.10271 0.041619
50000 0.943657 -1.00487 0.0442595
51000 0.989452 -0.909131 0.0505383
52000 0.939168 -0.93986 0.0419826
53000 0.965795 -0.906989 0.054646
54000 0.958424 -0.853007 0.0497405
55000 0.967526 -0.827745 0.0556221
56000 0.933522 -0.925923 0.0441954
57000 0.93353 -0.830399 0.0499943
58000 0.971732 -0.987941 0.0461909
59000 0.923051 -1.06505 0.0401763
