# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
2000 1.47335 -0.0124674 0.00144852
3000 1.46912 -0.00985315 0.00145065
4000 1.48965 -0.0120871 0.00147101
5000 1.50691 -0.0095554 0.00149178
6000 1.46175 -0.0033138 0.00144535
7000 1.53288 -0.00565909 0.00151743
8000 1.50564 -0.00878817 0.0014818
9000 1.53262 -0.00742381 0.00151481
10000 1.49143 -0.00354206 0.00147284
11000 1.52946 -0.00622367 0.00151345
12000 1.52056 -0.00341774 0.00150095
13000 1.5234 -0.00732004 0.00150651
14000 1.50142 -0.00709217 0.00148367
15000 1.49451 -0.0064804 0.00147602
16000 1.51596 -0.00901831 0.0014967
17000 1.48887 -0.00398652 0.00147126
18000 1.49361 -0.00394821 0.00147553
19000 1.50348 -0.0042068 0.00148978
20000 1.51403 -0.00643403 0.001496
21000 1.52423 -0.00899193 0.00150808
22000 1.52882 -0.00745602 0.00150809
23000 1.53726 -0.0117479 0.00151884
24000 1.49057 -0.00480978 0.00147449
25000 1.51683 -0.00472999 0.00150861
26000 1.50968 -0.00561608 0.00148828
27000 1.50654 -0.00578147 0.00149223
28000 1.53207 -0.00565028 0.00151319
29000 1.45279 -0.0108077 0.00143208
30000 1.55461 -0.00877006 0.00153099
31000 1.47781 -0.0107593 0.00145797
32000 1.44176 -0.0127226 0.00142016
33000 1.48015 -0.0113052 0.00145445
34000 1.50363 -0.00655316 0.00148928
35000 1.45534 -0.0104885 0.00143645
36000 1.47445 -0.00659257 0.00146098
37000 1.52136 -0.00611028 0.00150137
38000 1.44601 -0.00683006 0.00143038
39000 1.46327 -0.00736415 0.0014462
40000 1.50504 -0.004978 0.001493
41000 1.46182 -0.00395022 0.0014409
42000 1.43507 -0.00599769 0.00141455
43000 1.49539 -0.00920926 0.00147638
44000 1.51475 -0.00838143 0.0015007
45000 1.50379 -0.0124805 0.00148149
46000 1.47903 -0.00985727 0.00145803
47000 1.49628 -0.0106132 0.00147322
48000 1.52319 -0.0103869 0.00150491
49000 1.49789 -0.0110131 0.00147999
50000 1.47231 -0.00930482 0.00145022
51000 1.50257 -0.004778 0.00149515
52000 1.53591 -0.00481177 0.00151814
53000 1.48879 -0.00317041 0.00147603
54000 1.52499 -0.00327907 0.00150698
55000 1.50514 -0.0056617 0.0014921
56000 1.47977 -0.00692558 0.00146058
57000 1.53732 -0.00625914 0.00152032
58000 1.50555 -0.00369345 0.00148936
59000 1.45134 -0.00617996 0.0014362
60000 1.54175 -0.00463599 0.00152122
61000 1.54449 -0.00481761 0.00152685
62000 1.48108 -0.00732698 0.00146247
63000 1.4842 -0.00574701 0.00146599
64000 1.51535 -0.00283194 0.00150254
65000 1.44263 -0.00389477 0.00142459
66000 1.55487 -0.00447235 0.00153965
67000 1.46828 -0.00563698 0.00145175
68000 1.5014 -0.00420653 0.00148495
69000 1.51721 -0.00580996 0.00149688
70000 1.526 -0.00596658 0.00151231
71000 1.52794 -0.00571449 0.00151337
72000 1.45051 -0.00373355 0.00143444
73000 1.54518 -0.00796753 0.00152069
74000 1.4612 -0.00497218 0.00145026
75000 1.46699 -0.00344057 0.00145192
76000 1.52659 -0.00779236 0.00150802
77000 1.50213 -0.00466882 0.00148342
78000 1.50344 -0.00458664 0.00148368
79000 1.48516 -0.00926475 0.00146369
80000 1.54612 -0.00741576 0.00152507
81000 1.49641 -0.00501551 0.00148224
82000 1.48574 -0.0095645 0.00146252
83000 1.5049 -0.0124481 0.00148141
84000 1.45837 -0.0120094 0.00144045
85000 1.48368 -0.00667394 0.001462
86000 1.48701 -0.00400268 0.00146903
87000 1.48681 -0.00256836 0.00146852
88000 1.48354 -0.00738186 0.00146484
89000 1.45696 -0.00548027 0.0014417
90000 1.5357 -0.00680437 0.0015152
91000 1.50864 -0.00444978 0.00149114
92000 1.46388 -0.0146846 0.00144992
93000 1.54956 -0.0106468 0.00152679
94000 1.52418 -0.00929423 0.00149962
95000 1.45871 -0.0109498 0.00144497
96000 1.55125 -0.00430638 0.00153685
97000 1.48582 -0.00679305 0.00146315
98000 1.45677 -0.00691947 0.00144389
99000 1.52819 -0.0064147 0.00150852
100000 1.49048 -0.00523146 0.00147534
101000 1.47025 -0.00648935 0.00144824
102000 1.51427 -0.00710342 0.00149335
103000 1.49041 -0.0033658 0.00147569
104000 1.51722 -0.00650465 0.00149832
105000 1.48545 -0.0086633 0.00145933
106000 1.50584 -0.00539254 0.00148707
107000 1.5157 -0.00482769 0.00150556
108000 1.49083 -0.0044904 0.00147989
109000 1.51244 -0.00452511 0.00149576
110000 1.49335 -0.00338634 0.001476
111000 1.5083 -0.00318342 0.0014908
112000 1.51059 -0.00451619 0.00150207
113000 1.46364 -0.00557575 0.0014515
114000 1.51801 -0.00305735 0.00150408
115000 1.50734 -0.00492374 0.00148761
116000 1.48371 -0.00475197 0.00146695
117000 1.53161 -0.00606664 0.00151199
118000 1.55471 -0.00424821 0.00153801
119000 1.44433 -0.00655214 0.00142711
120000 1.5298 -0.00478003 0.0015073
121000 1.52765 -0.00126 0.00151624
122000 1.47308 -0.00697735 0.00145322
123000 1.53928 -0.0023185 0.00151945
124000 1.46268 -0.00507795 0.00145003
125000 1.48673 -0.0036095 0.00147347
126000 1.53863 -0.0106948 0.00151224
127000 1.4623 -0.00646177 0.00144399
128000 1.56146 -0.0104318 0.00154095
129000 1.45846 -0.0108287 0.00143575
130000 1.48754 -0.00465698 0.00147092
131000 1.54274 -0.00421367 0.00152795
132000 1.46502 -0.00699047 0.0014507
133000 1.51605 -0.00524639 0.00149762
134000 1.50225 -0.00381379 0.00148217
135000 1.43838 -0.0059306 0.00142333
136000 1.50595 -0.00477788 0.00148966
137000 1.53001 -0.00298569 0.00151714
138000 1.47626 -0.00596068 0.00145969
139000 1.51156 -0.00383834 0.00149098
140000 1.48839 -0.00802342 0.0014728
141000 1.51026 -0.00596561 0.00149107
142000 1.49716 -0.00459331 0.0014793
143000 1.50786 -0.0019847 0.00149182
144000 1.50412 -0.00652786 0.00147949
145000 1.46613 -0.00344988 0.00144947
146000 1.53527 -0.00397838 0.00151711
147000 1.49612 -0.00762788 0.00147742
148000 1.45814 -0.00337679 0.00144804
149000 1.5588 -0.00734515 0.00153883
150000 1.4574 -0.00508277 0.00144421
151000 1.52187 -0.00549777 0.00150485
152000 1.52247 -0.00747597 0.00150119
153000 1.50462 -0.00755446 0.00148468
154000 1.44656 -0.00648987 0.00143367
155000 1.49524 -0.00904412 0.00147477
