# Time-averaged data for fix 2
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
1000 1.4246 -0.719828 0.112297
2000 1.38968 -0.743014 0.105264
3000 1.40522 -0.734776 0.109512
4000 1.37324 -0.687808 0.10384
5000 1.4182 -0.73805 0.108558
6000 1.38832 -0.769512 0.105976
7000 1.45379 -0.74201 0.108699
8000 1.36164 -0.745758 0.104689
9000 1.40675 -0.739748 0.106115
10000 1.43145 -0.714132 0.11153
11000 1.35182 -0.801305 0.101035
12000 1.37367 -0.735402 0.100771
13000 1.36518 -0.698573 0.0977649
14000 1.40807 -0.758499 0.106863
15000 1.35128 -0.743473 0.09971
16000 1.42366 -0.706405 0.112871
17000 1.42592 -0.73639 0.106423
18000 1.39795 -0.853405 0.0996878
19000 1.38895 -0.778251 0.10213
20000 1.41264 -0.819035 0.10029
21000 1.4554 -0.785387 0.107336
22000 1.3848 -0.797764 0.100127
23000 1.38782 -0.895282 0.0999347
24000 1.37312 -0.817323 0.102506
25000 1.41594 -0.75411 0.109528
26000 1.41075 -0.765718 0.103307
27000 1.41507 -0.731137 0.108026
28000 1.34872 -0.745169 0.102598
29000 1.44092 -0.722467 0.112871
30000 1.37792 -0.784038 0.103888
31000 1.36961 -0.787737 0.107727
32000 1.44072 -0.719668 0.107764
33000 1.36312 -0.771821 0.101356
34000 1.47366 -0.725531 0.121244
35000 1.33311 -0.765044 0.100217
36000 1.44972 -0.720047 0.112974
37000 1.41128 -0.748044 0.111343
38000 1.36409 -0.693619 0.102208
39000 1.43708 -0.767124 0.112542
40000 1.35893 -0.735816 0.103646
41000 1.42062 -0.722069 0.108697
42000 1.40844 -0.73683 0.104597
43000 1.41575 -0.69853 0.111217
44000 1.40777 -0.744031 0.107634
45000 1.43733 -0.732521 0.110619
46000 1.38968 -0.730675 0.11153
47000 1.36173 -0.769545 0.10335
48000 1.34607 -0.815396 0.0993522
49000 1.45748 -0.695432 0.107074
50000 1.34012 -0.742211 0.101752
51000 1.41493 -0.707725 0.103573
52000 1.41737 -0.769478 0.105198
53000 1.42803 -0.816923 0.0986633
54000 1.41733 -0.728889 0.111125
55000 1.33883 -0.702449 0.103715
56000 1.43275 -0.670502 0.114041
57000 1.40358 -0.724954 0.108066
58000 1.40534 -0.728935 0.107509
59000 1.37424 -0.763118 0.102127
60000 1.43241 -0.755389 0.10983
61000 1.36332 -0.792653 0.0926257
62000 1.41131 -0.711933 0.106317
63000 1.40386 -0.774905 0.108599
64000 1.41655 -0.662562 0.113056
65000 1.37998 -0.677155 0.109548
66000 1.36205 -0.789001 0.101385
67000 1.43686 -0.715933 0.106557
68000 1.35395 -0.803964 0.100085
69000 1.40012 -0.752358 0.102206
70000 1.41622 -0.738633 0.109309
71000 1.39045 -0.784085 0.0996451
72000 1.39848 -0.81473 0.10155
73000 1.3734 -0.701801 0.102817
74000 1.39777 -0.763337 0.107643
75000 1.377 -0.747969 0.0992047
76000 1.44074 -0.711962 0.112518
77000 1.43466 -0.734527 0.110331
78000 1.38362 -0.789491 0.101786
79000 1.36837 -0.800886 0.101829
80000 1.37524 -0.740131 0.0981319
81000 1.43929 -0.704361 0.116634
82000 1.38852 -0.69207 0.112236
83000 1.34558 -0.690647 0.100978
84000 1.39382 -0.734872 0.110437
85000 1.43248 -0.753356 0.103845
86000 1.36485 -0.75411 0.0992457
87000 1.4361 -0.761279 0.105364
88000 1.39629 -0.67676 0.108222
89000 1.36479 -0.746295 0.11025
90000 1.40178 -0.708931 0.102599
91000 1.40903 -0.698077 0.109289
92000 1.38992 -0.786268 0.104668
93000 1.42662 -0.7539 0.106501
94000 1.4219 -0.713825 0.111267
95000 1.36813 -0.73202 0.103596
96000 1.38308 -0.698391 0.103956
97000 1.43193 -0.733858 0.10899
98000 1.42085 -0.757503 0.107443
99000 1.35748 -0.788496 0.0999787
100000 1.43777 -0.75108 0.107626
101000 1.37409 -0.722243 0.102168
102000 1.41601 -0.711586 0.103861
103000 1.33886 -0.737325 0.0964208
104000 1.40604 -0.690459 0.108032
105000 1.39457 -0.763697 0.103956
106000 1.41745 -0.762397 0.101577
107000 1.37935 -0.659882 0.110207
108000 1.42686 -0.784149 0.11215
109000 1.41747 -0.722094 0.110562
110000 1.37583 -0.734182 0.104385
111000 1.4522 -0.715346 0.115201
112000 1.40425 -0.737029 0.108842
113000 1.39288 -0.694995 0.109079
114000 1.36098 -0.712635 0.104949
115000 1.41916 -0.705008 0.110012
116000 1.43166 -0.680057 0.113169
117000 1.38096 -0.797719 0.100625
118000 1.40541 -0.719197 0.110941
119000 1.43084 -0.754944 0.107736
120000 1.38432 -0.739265 0.10921
121000 1.35867 -0.729023 0.100642
122000 1.41022 -0.737675 0.10933
123000 1.36809 -0.672209 0.10912
124000 1.4116 -0.715691 0.109632
125000 1.4285 -0.768434 0.105312
126000 1.38902 -0.725399 0.107452
127000 1.41008 -0.690266 0.109212
128000 1.36739 -0.663945 0.104829
129000 1.40434 -0.697585 0.110159
130000 1.36333 -0.718773 0.101801
131000 1.41606 -0.708693 0.109652
132000 1.33818 -0.672056 0.103128
133000 1.4079 -0.720813 0.106693
134000 1.40334 -0.7412 0.101973
135000 1.36664 -0.718121 0.104094
136000 1.43244 -0.725099 0.113984
137000 1.41326 -0.771148 0.106509
138000 1.39743 -0.741565 0.106407
139000 1.419 -0.752737 0.111966
140000 1.34558 -0.738449 0.098744
141000 1.38617 -0.706099 0.104647
142000 1.37395 -0.731961 0.102089
143000 1.44804 -0.665116 0.11586
144000 1.37584 -0.736305 0.0978075
145000 1.40541 -0.812529 0.10533
146000 1.40022 -0.791904 0.10372
147000 1.39625 -0.711045 0.103928
148000 1.41374 -0.713109 0.105095
149000 1.40572 -0.687577 0.108722
150000 1.40446 -0.731445 0.107001
151000 1.38343 -0.754187 0.10191
152000 1.41618 -0.753687 0.102211
153000 1.37448 -0.753414 0.103736
154000 1.42249 -0.68159 0.115395
155000 1.4111 -0.701938 0.106191
156000 1.44005 -0.691767 0.111735
157000 1.39207 -0.673845 0.11132
158000 1.40565 -0.723917 0.110387
159000 1.39193 -0.724948 0.104604
160000 1.46223 -0.774208 0.109942
161000 1.35215 -0.760147 0.0994286
162000 1.40782 -0.698611 0.116536
163000 1.3633 -0.713119 0.102484
164000 1.35838 -0.684697 0.102192
165000 1.42574 -0.739537 0.108244
166000 1.40687 -0.685366 0.113053
167000 1.39603 -0.722314 0.106487
168000 1.42336 -0.744087 0.108968
169000 1.36107 -0.783438 0.0939947
170000 1.43097 -0.730403 0.111308
171000 1.40255 -0.739063 0.102729
172000 1.38169 -0.702416 0.107679
173000 1.4423 -0.693441 0.11468
174000 1.38318 -0.750821 0.106356
175000 1.41364 -0.743646 0.104967
176000 1.41404 -0.758872 0.10798
177000 1.38828 -0.757213 0.102649
178000 1.4037 -0.611578 0.114914
179000 1.42375 -0.700342 0.108888
180000 1.39795 -0.693351 0.109109
181000 1.35775 -0.686025 0.105741
182000 1.38784 -0.762895 0.103047
183000 1.37915 -0.743518 0.100162
184000 1.39923 -0.683578 0.105856
185000 1.3833 -0.79324 0.104392
186000 1.40015 -0.718395 0.112533
187000 1.3835 -0.66329 0.108098
188000 1.38068 -0.700461 0.103565
189000 1.40113 -0.708868 0.108641
190000 1.4057 -0.704076 0.108862
191000 1.40492 -0.770977 0.108521
192000 1.39391 -0.69781 0.104116
193000 1.37782 -0.72815 0.103194
194000 1.45207 -0.757067 0.112926
195000 1.39327 -0.819161 0.0987968
196000 1.40026 -0.791348 0.105837
197000 1.39266 -0.731194 0.102436
198000 1.3994 -0.825652 0.103071
199000 1.40872 -0.699752 0.109783
200000 1.38925 -0.713495 0.107833
201000 1.45212 -0.765495 0.106088
202000 1.40218 -0.767505 0.107714
203000 1.4006 -0.728768 0.104293
204000 1.40225 -0.766443 0.107164
205000 1.36724 -0.773006 0.102626
206000 1.42438 -0.729843 0.105256
207000 1.43478 -0.736712 0.103013
208000 1.38865 -0.696317 0.108574
209000 1.40177 -0.719651 0.106871
210000 1.41424 -0.719395 0.102869
211000 1.39654 -0.730118 0.103584
212000 1.44249 -0.754209 0.109097
213000 1.36999 -0.786073 0.101628
214000 1.39467 -0.762917 0.102736
215000 1.42077 -0.715857 0.104921
216000 1.40425 -0.748267 0.111903
217000 1.355 -0.747838 0.101903
218000 1.4285 -0.678251 0.112633
219000 1.40364 -0.689465 0.108639
220000 1.44623 -0.74815 0.116091
221000 1.40216 -0.756951 0.105214
222000 1.38632 -0.70608 0.106152
223000 1.40839 -0.705072 0.113252
224000 1.43211 -0.679947 0.114479
225000 1.39614 -0.734554 0.105138
226000 1.38712 -0.700133 0.107776
227000 1.40771 -0.685706 0.10876
228000 1.39164 -0.802851 0.106894
229000 1.41654 -0.750976 0.110076
230000 1.34294 -0.715509 0.0979547
231000 1.42295 -0.705142 0.109331
232000 1.4109 -0.750257 0.107581
233000 1.35685 -0.714048 0.103905
234000 1.40715 -0.72071 0.114994
235000 1.38692 -0.724857 0.109014
236000 1.43819 -0.719023 0.111035
237000 1.3778 -0.713442 0.103494
238000 1.44119 -0.717912 0.109465
239000 1.38907 -0.72191 0.105008
240000 1.39982 -0.700614 0.114515
241000 1.37335 -0.710213 0.104413
242000 1.4115 -0.743024 0.0996255
243000 1.38936 -0.840755 0.102377
244000 1.40723 -0.766672 0.103239
245000 1.39584 -0.665534 0.105064
246000 1.3672 -0.693158 0.107718
247000 1.42317 -0.73979 0.103987
248000 1.37495 -0.721497 0.104488
249000 1.38734 -0.692946 0.108808
250000 1.39955 -0.698306 0.103964
251000 1.35499 -0.778244 0.0975749
252000 1.42145 -0.720153 0.106801
253000 1.41442 -0.760621 0.103509
254000 1.37225 -0.734137 0.107554
255000 1.36024 -0.681684 0.102167
256000 1.45505 -0.721814 0.1101
257000 1.4031 -0.782378 0.102041
258000 1.44772 -0.720302 0.109395
259000 1.36421 -0.672133 0.105562
260000 1.37993 -0.722853 0.102303
261000 1.3781 -0.743923 0.108122
262000 1.46456 -0.789899 0.110688
263000 1.39541 -0.736378 0.103791
264000 1.39476 -0.771224 0.105896
265000 1.34529 -0.770759 0.0967096
266000 1.43046 -0.762762 0.112195
267000 1.40544 -0.694714 0.107339
268000 1.41799 -0.690939 0.11427
269000 1.43378 -0.670417 0.10881
270000 1.39709 -0.751504 0.103873
271000 1.40802 -0.671976 0.111092
272000 1.41695 -0.68589 0.116788
273000 1.41472 -0.713982 0.107844
274000 1.37183 -0.73972 0.104564
275000 1.37295 -0.810856 0.0932277
276000 1.37708 -0.709724 0.10474
277000 1.42895 -0.62545 0.115726
278000 1.34833 -0.687828 0.0992804
279000 1.42581 -0.717219 0.112862
280000 1.37647 -0.727511 0.106897
281000 1.38117 -0.693412 0.106685
282000 1.43401 -0.698858 0.111874
283000 1.37104 -0.661961 0.10831
284000 1.45197 -0.694574 0.107681
285000 1.41627 -0.753103 0.107249
286000 1.38467 -0.736228 0.101915
287000 1.40556 -0.718138 0.110862
288000 1.39343 -0.751341 0.102287
289000 1.36314 -0.70463 0.103311
290000 1.43273 -0.67972 0.114436
291000 1.40922 -0.694432 0.11152
292000 1.3884 -0.723229 0.107878
293000 1.34302 -0.805903 0.101011
294000 1.4142 -0.769722 0.102715
295000 1.39873 -0.801697 0.103502
296000 1.42617 -0.663081 0.114215
297000 1.39407 -0.683871 0.10761
298000 1.39324 -0.715601 0.102145
299000 1.40294 -0.769993 0.101006
300000 1.39046 -0.771609 0.104912
301000 1.41748 -0.645506 0.112601
302000 1.40789 -0.685838 0.106136
303000 1.37842 -0.736737 0.105725
304000 1.41683 -0.788061 0.109861
305000 1.42012 -0.784864 0.103667
306000 1.45375 -0.796205 0.107593
307000 1.37166 -0.763922 0.100381
308000 1.38057 -0.811806 0.097023
309000 1.43874 -0.760161 0.110994
310000 1.37746 -0.750194 0.104994
311000 1.41693 -0.750285 0.105652
